Measurement file: 	20240823_SiO2NPs_2024_ILUM (1)
Record no: 	 81
Sample name: 	SiO2NPs_5ml_agua 4


Size (d.nm)	Intensity (%)
 .400000005960464	 0
 .463231682777405	 0
 .536458969116211	 0
 .621261954307556	 0
 .71947056055069	 0
 .833203911781311	 0
 .964916110038757	 0
 1.11744928359985	 0
 1.2940948009491	 0
 1.49866425991058	 0
 1.73557186126709	 0
 2.00992965698242	 0
 2.32765769958496	 0
 2.69561195373535	 0
 3.12173223495483	 0
 3.61521315574646	 0
 4.18670320510864	 0
 4.84853363037109	 0
 5.61498594284058	 0
 6.50259876251221	 0
 7.53052425384521	 0
 8.72094345092773	 0
 10.0995435714722	 0
 11.6960706710815	 0
 13.544976234436	 0
 15.6861553192139	 0
 18.1658096313477	 0
 21.037446975708	 0
 24.3630294799805	 0
 28.2143173217773	 0
 32.6744155883789	 0
 37.8395614624023	 0
 43.8212089538574	 .719684481620789
 50.7484283447266	 2.47983002662659
 58.7706985473633	 4.94326448440552
 68.0611267089844	 7.58159637451172
 78.8201751708984	 9.90320777893066
 91.2800064086914	 11.547779083252
 105.70947265625	 12.3125
 122.419944763184	 12.1463689804077
 141.771987915039	 11.1303033828735
 164.183197021484	 9.45012760162354
 190.137130737305	 7.36439800262451
 220.193862915039	 5.16746187210083
 255.001937866211	 3.14835715293884
 295.312438964844	 1.54700040817261
 341.995178222656	 .509926080703735
 396.057525634766	 4.81949299573898E-02
 458.665954589844	 0
 531.171508789063	 0
 615.138671875	 0
 712.379333496094	 0
 824.99169921875	 0
 955.405700683594	 0
 1106.43542480469	 0
 1281.33984375	 0
 1483.89306640625	 0
 1718.46569824219	 0
 1990.11938476563	 0
 2304.7158203125	 0
 2669.04345703125	 0
 3090.9638671875	 0
 3579.58081054688	 0
 4145.43798828125	 0
 4800.74560546875	 0
 5559.6435546875	 0
 6438.5078125	 0
 7456.3017578125	 0
 8634.98828125	 0
 10000	 0
