Measurement file: 	20240823_SiO2NPs_2024_ILUM (1)
Record no: 	 74
Sample name: 	SiO2NPs_6ml_agua 2


Zeta Potential (mV)	Total Counts
-149.820434570313	 0
-146.487533569336	 0
-143.154647827148	 0
-139.821762084961	 0
-136.488876342773	 0
-133.155975341797	 0
-129.823089599609	 0
-126.490196228027	 0
-123.157302856445	 0
-119.824417114258	 0
-116.491523742676	 0
-113.158630371094	 0
-109.825744628906	 0
-106.492851257324	 0
-103.159957885742	 0
-99.8270721435547	 0
-96.4941864013672	 0
-93.1612930297852	 0
-89.8284072875977	 0
-86.4955139160156	 0
-83.1626281738281	 0
-79.8297271728516	 1704.34033203125
-76.4968414306641	 10504.052734375
-73.1639556884766	 23798.3984375
-69.8310546875	 40110.99609375
-66.4981689453125	 65338.60546875
-63.165283203125	 110792.6484375
-59.8323822021484	 166472.859375
-56.4994964599609	 216351.078125
-53.1666107177734	 252561.953125
-49.8337097167969	 283836.5625
-46.5008239746094	 312594.84375
-43.1679382324219	 312254.1875
-39.8350372314453	 267969.09375
-36.5021514892578	 191967.734375
-33.1692657470703	 92834.5703125
-29.8363666534424	 23594.40234375
-26.5034809112549	 3236.84252929688
-23.1705951690674	 0
-19.8376941680908	 0
-16.5048084259033	 0
-13.1719236373901	 0
-9.83902263641357	 0
-6.50613737106323	 0
-3.17325186729431	 0
 .159648790955544	 0
 3.49253416061401	 0
 6.82541990280151	 0
 10.1583204269409	 0
 13.4912061691284	 0
 16.8240909576416	 0
 20.1569919586182	 0
 23.4898777008057	 0
 26.8227634429932	 0
 30.1556644439697	 0
 33.4885482788086	 0
 36.8214340209961	 0
 40.1543197631836	 0
 43.4872207641602	 0
 46.8201217651367	 0
 50.1529922485352	 0
 53.4858932495117	 0
 56.8187942504883	 0
 60.1516647338867	 0
 63.4845657348633	 0
 66.8174667358398	 0
 70.1503372192383	 0
 73.4832382202148	 0
 76.8161392211914	 0
 80.1490097045898	 0
 83.4819107055664	 0
 86.814811706543	 0
 90.1476821899414	 0
 93.480583190918	 0
 96.8134765625	 0
 100.146347045898	 0
 103.479248046875	 0
 106.812149047852	 0
 110.14501953125	 0
 113.477920532227	 0
 116.810821533203	 0
 120.143692016602	 0
 123.476593017578	 0
 126.809494018555	 0
 130.142364501953	 0
 133.47526550293	 0
 136.808166503906	 0
 140.141036987305	 0
 143.473937988281	 0
 146.806838989258	 0
