Measurement file: 	20240823_SiO2NPs_2024_ILUM (1)
Record no: 	 32
Sample name: 	SiO2NPs_7mL_EtOH_dilluted


Times (us)	ACF Data
 .5	 .904618322849274
 1	 .914110541343689
 1.5	 .911736369132996
 2	 .911155223846436
 2.5	 .909181773662567
 3	 .908318281173706
 3.5	 .907374620437622
 4	 .905820369720459
 4.5	 .90370237827301
 5.5	 .901847779750824
 6.5	 .899373054504395
 7.5	 .896306335926056
 8.5	 .894033014774323
 9.5	 .89311146736145
 10.5	 .890060245990753
 11.5	 .885845124721527
 12.5	 .884261310100555
 14.5	 .879351437091827
 16.5	 .873830020427704
 18.5	 .870295226573944
 20.5	 .864446580410004
 22.5	 .859841287136078
 24.5	 .856257736682892
 26.5	 .850616931915283
 28.5	 .845748543739319
 32.5	 .835625529289246
 36.5	 .827500402927399
 40.5	 .817927300930023
 44.5	 .809093177318573
 48.5	 .799896001815796
 52.5	 .790482819080353
 56.5	 .781824111938477
 60.5	 .773117303848267
 68.5	 .755814075469971
 76.5	 .739109635353088
 84.5	 .722827553749084
 92.5	 .706209480762482
 100.5	 .690737724304199
 108.5	 .675228536128998
 116.5	 .660805284976959
 124.5	 .645800113677979
 140.5	 .617105722427368
 156.5	 .589807033538818
 172.5	 .563375055789948
 188.5	 .538633406162262
 204.5	 .514737963676453
 220.5	 .49183002114296
 236.5	 .46942001581192
 252.5	 .448695719242096
 284.5	 .410071402788162
 316.5	 .374364763498306
 348.5	 .342215836048126
 380.5	 .312650412321091
 412.5	 .285922259092331
 444.5	 .261217147111893
 476.5	 .238213837146759
 508.5	 .217702701687813
 572.5	 .181448698043823
 636.5	 .15125273168087
 700.5	 .126325264573097
 764.5	 .105066508054733
 828.5	 8.78845006227493E-02
 892.5	 7.38348215818405E-02
 956.5	 6.24855533242226E-02
 1020.5	 5.24111948907375E-02
 1148.5	 3.63301895558834E-02
 1276.5	 .025894483551383
 1404.5	 1.88867542892694E-02
 1532.5	 1.41197955235839E-02
 1660.5	 1.14956917241216E-02
 1788.5	 9.52778663486242E-03
 1916.5	 9.10165812820196E-03
 2044.5	 8.46805237233639E-03
 2300.5	 6.78692711517215E-03
 2556.5	 5.56592177599669E-03
 2812.5	 5.66873233765364E-03
 3068.5	 5.25624770671129E-03
 3324.5	 7.61689664795995E-03
 3580.5	 6.91301235929132E-03
 3836.5	 5.15625299885869E-03
 4092.5	 6.32836623117328E-03
 4604.5	 2.21794657409191E-03
 5116.5	 1.19585974607617E-03
 5628.5	 1.50059734005481E-03
 6140.5	 1.80258834734559E-03
 6652.5	 6.83605251833797E-03
 7164.5	 9.4654755666852E-03
 7676.5	 9.56291705369949E-03
 8188.5	 1.04731265455484E-02
 9212.5	 4.84976032748818E-03
 10236.5	 5.74152590706944E-03
 11260.5	 7.86205381155014E-03
 12284.5	 5.56603772565722E-03
 13308.5	 5.96085097640753E-03
 14332.5	 6.2746680341661E-03
 15356.5	 5.5073075927794E-03
 16380.5	 2.71739717572927E-03
 18428.5	 5.08292624726892E-03
 20476.5	 7.76510871946812E-03
 22524.5	 6.18110597133636E-03
 24572.5	 7.64936720952392E-03
 26620.5	 .012912655249238
 28668.5	 5.87764568626881E-03
 30716.5	 6.36377837508917E-03
 32764.5	 3.7342153955251E-03
 36860.5	 4.8017418012023E-03
 40956.5	 2.78710573911667E-03
 45052.5	 .00541359372437
 49148.5	 4.76566050201654E-03
 53244.5	 6.22099218890071E-03
 57340.5	 5.69608062505722E-03
 61436.5	 4.44537261500955E-03
 65532.5	 4.63901460170746E-03
 73724.5	 6.06856029480696E-03
 81916.5	 3.67619469761848E-03
 90108.5	 4.39963210374117E-03
 98300.5	 5.64502412453294E-03
 106492.5	 2.2695385850966E-03
 114684.5	 6.27665966749191E-03
 122876.5	 2.79097282327712E-03
 131068.5	 3.30805382691324E-03
 147452.5	 4.22264263033867E-03
