Measurement file: 	20240823_SiO2NPs_2024_ILUM (1)
Record no: 	 33
Sample name: 	SiO2NPs_7mL_EtOH_dilluted


Times (us)	ACF Data
 .5	 .896448135375977
 1	 .906050145626068
 1.5	 .905952095985413
 2	 .902978897094727
 2.5	 .901310622692108
 3	 .89953738451004
 3.5	 .89944863319397
 4	 .897903978824615
 4.5	 .89668220281601
 5.5	 .894353091716766
 6.5	 .890494108200073
 7.5	 .888740837574005
 8.5	 .887307941913605
 9.5	 .885524213314056
 10.5	 .882354259490967
 11.5	 .880182087421417
 12.5	 .877580642700195
 14.5	 .872802793979645
 16.5	 .867080509662628
 18.5	 .862435519695282
 20.5	 .85799103975296
 22.5	 .853049159049988
 24.5	 .848001837730408
 26.5	 .843231558799744
 28.5	 .838822245597839
 32.5	 .829487502574921
 36.5	 .820719838142395
 40.5	 .811645150184631
 44.5	 .802575170993805
 48.5	 .793221414089203
 52.5	 .784395515918732
 56.5	 .776692867279053
 60.5	 .768034100532532
 68.5	 .750455617904663
 76.5	 .734115242958069
 84.5	 .717832744121552
 92.5	 .701712012290955
 100.5	 .686599612236023
 108.5	 .671091973781586
 116.5	 .656404078006744
 124.5	 .64194792509079
 140.5	 .613602042198181
 156.5	 .586998224258423
 172.5	 .560765743255615
 188.5	 .536142945289612
 204.5	 .512452661991119
 220.5	 .489822000265121
 236.5	 .46810320019722
 252.5	 .44772133231163
 284.5	 .409275650978088
 316.5	 .373808234930038
 348.5	 .341165959835052
 380.5	 .311134099960327
 412.5	 .284276306629181
 444.5	 .259586066007614
 476.5	 .236915528774261
 508.5	 .216359987854958
 572.5	 .180155903100967
 636.5	 .149780169129372
 700.5	 .125043794512749
 764.5	 .104860693216324
 828.5	 8.78012329339981E-02
 892.5	 7.35448971390724E-02
 956.5	 6.24402314424515E-02
 1020.5	 5.31543083488941E-02
 1148.5	 3.81695814430714E-02
 1276.5	 2.69890855997801E-02
 1404.5	 1.91029403358698E-02
 1532.5	 1.38909267261624E-02
 1660.5	 .011178364045918
 1788.5	 9.33842919766903E-03
 1916.5	 7.89086893200874E-03
 2044.5	 7.36486166715622E-03
 2300.5	 7.52678420394659E-03
 2556.5	 7.13862013071775E-03
 2812.5	 8.69594048708677E-03
 3068.5	 9.32294130325317E-03
 3324.5	 6.92532258108258E-03
 3580.5	 7.05060828477144E-03
 3836.5	 5.08849462494254E-03
 4092.5	 5.20560052245855E-03
 4604.5	 3.47971171140671E-03
 5116.5	 5.13713946565986E-03
 5628.5	 4.67824190855026E-03
 6140.5	 4.10705199465156E-03
 6652.5	 7.72535474970937E-03
 7164.5	 3.86094185523689E-03
 7676.5	 1.93173764273524E-03
 8188.5	 3.81180364638567E-03
 9212.5	 3.54444398544729E-03
 10236.5	 5.6499969214201E-03
 11260.5	 1.12537145614624E-02
 12284.5	 5.32638467848301E-03
 13308.5	 6.73376256600022E-03
 14332.5	 4.08305507153273E-03
 15356.5	 5.13008469715714E-03
 16380.5	 1.68633135035634E-03
 18428.5	 3.76600818708539E-03
 20476.5	 8.70488991495222E-04
 22524.5	 4.6735885553062E-03
 24572.5	 3.89224197715521E-03
 26620.5	 1.34835753124207E-03
 28668.5	 1.54787360224873E-03
 30716.5	 7.06951890606433E-04
 32764.5	 7.77471461333334E-04
 36860.5	 4.97497944161296E-03
 40956.5	 1.62637478206307E-03
 45052.5	 2.51724338158965E-03
 49148.5	 4.38817590475082E-03
 53244.5	 2.09263456054032E-03
 57340.5	 5.72423031553626E-03
 61436.5	 4.26852237433195E-03
 65532.5	 2.87066004239023E-03
 73724.5	 9.34385636355728E-04
 81916.5	 1.98625936172903E-03
 90108.5	 1.68561213649809E-03
 98300.5	 3.10047762468457E-03
 106492.5	 4.32310439646244E-03
 114684.5	 2.60333390906453E-03
 122876.5	 2.26785126142204E-03
 131068.5	 1.46714935544878E-03
 147452.5	 2.45089922100306E-03
 163836.5	 2.73572257719934E-03
 180220.5	 6.69719185680151E-04
 196604.5	 1.52620929293334E-03
 212988.5	 1.18780275806785E-03
 229372.5	 2.31542903929949E-03
 245756.5	 2.89245368912816E-03
 262140.5	 1.83532806113362E-03
 294908.5	 2.56508844904602E-03
 327676.5	 1.82666792534292E-03
 360444.5	 1.32579088676721E-03
 393212.5	 2.49860598705709E-03
 425980.5	 3.44791146926582E-03
 458748.5	 .001186135224998
 491516.5	 1.0159183293581E-03
 524284.5	 9.72183304838836E-04
 589820.5	 1.43024243880063E-03
 655356.5	 2.19078967347741E-03
 720892.5	 1.72051263507456E-03
 786428.5	 8.72243253979832E-04
 851964.5	 1.02685636375099E-03
 917500.5	 1.56248942948878E-03
 983036.5	 1.2785573489964E-03
 1048572.5	 1.8754944903776E-03
 1179644.5	 1.60058855544776E-03
 1310716.5	 1.5116420108825E-03
 1441788.5	 2.22933967597783E-03
 1572860.5	 2.83638294786215E-03
 1703932.5	 1.58516049850732E-03
 1835004.5	 1.80789199657738E-03
 1966076.5	 2.17579817399383E-03
 2097148.5	 1.17825891356915E-03
 2359292.5	 9.95877548120916E-04
 2621436.5	 3.05793000734411E-05
 2883580.5	 1.42920634243637E-03
 3145724.5	 7.64088821597397E-04
 3407868.5	 1.43708183895797E-03
 3670012.5	 8.13809339888394E-04
 3932156.5	 0
 4194300.5	 6.84727972839028E-04
 4718588.5	 1.48380373138934E-03
 5242876.5	 1.18907052092254E-03
 5767164.5	 1.17473513819277E-03
 6291452.5	 5.34961349330842E-04
 6815740.5	 9.70318040344864E-04
 7340028.5	 2.48754251515493E-04
 7864316.5	 1.42502132803202E-04
 8388604.5	 7.08315521478653E-04
 9437180	 8.05196724832058E-03
 10485756	 6.12967487541027E-05
 11534332	 0
 12582908	 0
 13631484	 1.05093629099429E-03
 14680060	 0
 15728636	 0
 16777212	 0
 18874364	 0
 20971516	 0
 23068668	 0
 25165820	 0
 27262972	 0
 29360124	 0
 31457276	 0
 33554428	 0
 37748732	 0
 41943036	 0
 46137340	 0
 50331644	 0
 54525948	 0
 58720252	 0
 62914556	 0
